% function evaluation | noise-free fitness - Fopt (2.091000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.655864690e+03 +1.655864690e+03 +1.676774690e+03 +2.091000000e+01 -3.2056e+00 -6.0212e-01 +3.1662e+00 +2.1712e+00 +3.0604e+00 -5.5233e-01 +2.7717e+00 +2.0262e+00 -3.3946e-01 +4.4640e+00
61 +4.582917084e+02 +4.582917084e+02 +4.792017084e+02 +2.091000000e+01 +3.4878e+00 -4.2832e+00 -2.8667e+00 +8.6982e-01 +2.7816e-01 +3.9682e+00 -2.9557e+00 -1.0808e+00 -3.1002e+00 -5.6342e-01
119 +3.588488946e+02 +3.588488946e+02 +3.797588946e+02 +2.091000000e+01 -3.2387e+00 -3.8178e-01 +2.7607e+00 -8.8095e-01 -1.0573e+00 -3.2056e-01 -1.4250e+00 -5.5454e-01 -2.3447e+00 +7.5937e-01
469 +2.345569296e+02 +2.345569296e+02 +2.554669296e+02 +2.091000000e+01 +3.4878e+00 +2.0741e+00 -1.7632e+00 +1.9702e+00 +2.7816e-01 +3.9682e+00 -2.9557e+00 -1.0808e+00 -3.1002e+00 +4.9277e+00
853 +1.273187566e+02 +1.273187566e+02 +1.482287566e+02 +2.091000000e+01 +3.4878e+00 -3.8178e-01 +2.7607e+00 -4.3008e-01 -1.0573e+00 +3.9682e+00 -4.6482e+00 -1.7087e+00 -3.2273e+00 +4.9277e+00
1027 +9.229519443e+01 +9.229519443e+01 +1.132051944e+02 +2.091000000e+01 +3.4878e+00 -3.8178e-01 +2.7607e+00 -9.6187e-01 -1.0573e+00 +3.9682e+00 -4.6482e+00 -1.7996e+00 -3.2273e+00 +4.2435e+00
1676 +5.805132290e+01 +5.805132290e+01 +7.896132290e+01 +2.091000000e+01 +3.0713e+00 -3.8178e-01 +2.7607e+00 -4.3008e-01 -1.0573e+00 +3.6872e+00 -4.6424e+00 -1.7996e+00 -2.8576e+00 +4.2581e+00
1994 +3.571681183e+01 +3.571681183e+01 +5.662681183e+01 +2.091000000e+01 +3.1891e+00 -3.8178e-01 +3.0088e+00 -4.6956e-01 -1.7555e+00 +3.6872e+00 -4.6482e+00 -1.7996e+00 -3.2273e+00 +4.2581e+00
2824 +2.476444843e+01 +2.476444843e+01 +4.567444843e+01 +2.091000000e+01 +3.1891e+00 -3.8178e-01 +3.0088e+00 -5.1056e-02 -1.7555e+00 +3.8257e+00 -4.6482e+00 -1.7996e+00 -3.2273e+00 +4.2581e+00
12603 +1.467893599e+01 +1.467893599e+01 +3.558893599e+01 +2.091000000e+01 +3.1891e+00 -5.1616e-01 +3.0088e+00 -5.1056e-02 -4.6492e+00 +3.2518e+00 -3.6433e+00 -2.2661e+00 -2.8576e+00 +4.2581e+00
